,MCT_CAT_CD,DONG_CD,SEX_CD,AGE_CD,USE_CNT,USE_AMT
0,11,노고산동,A,9,0.8613604092203906,0.21547359436678504
1,11,노고산동,A,8,0.5037242164067728,0.2867308800174082
2,11,노고산동,A,5,0.4327506087144374,0.39741219308948605
3,11,노고산동,A,4,0.6492663226447066,0.17789232145542522
4,11,노고산동,A,7,0.2406075874512651,0.44409433354210104
5,11,노고산동,A,1,0.07841597030812197,0.18817500721225255
6,11,노고산동,A,6,0.671096681909786,0.548027456410103
7,11,노고산동,A,0,0.6548768470098448,0.5741742922531663
8,11,노고산동,A,3,0.14404330325908843,0.0989355595264847
9,11,노고산동,A,2,0.6617332644944678,0.7358223383501372
10,11,노고산동,B,9,0.5505191053521937,0.21856078966885562
11,11,노고산동,B,8,0.41649925591275794,0.545525829631714
12,11,노고산동,B,5,0.34324886983018044,0.6387469867568887
13,11,노고산동,B,4,0.8798540355833508,0.6945777097656439
14,11,노고산동,B,7,0.2411569492433434,0.998053294300574
15,11,노고산동,B,1,0.32812534217176914,0.3838307706629811
16,11,노고산동,B,6,0.20820530150684835,0.5635150125134553
17,11,노고산동,B,0,0.29062597404873247,0.581027701453338
18,11,노고산동,B,3,0.1802110539139956,0.7508894567738106
19,11,노고산동,B,2,0.5871647799465931,0.6081941005722886
20,11,대현동,A,9,0.6890212448584527,0.728867548361443
21,11,대현동,A,8,0.8298384624168809,0.710384699529784
22,11,대현동,A,5,0.7930251909236787,0.5606905580795606
23,11,대현동,A,4,0.11440400261809203,0.5326477465465773
24,11,대현동,A,7,0.6226018523872993,0.9677971122405838
25,11,대현동,A,1,0.7188563501593511,0.5813019414955803
26,11,대현동,A,6,0.4157735339253559,0.3275197148790293
27,11,대현동,A,0,0.038212989392847785,0.06708975994492117
28,11,대현동,A,3,0.29373862660868255,0.6176645221855842
29,11,대현동,A,2,0.48945991403222233,0.3971670285938381
30,11,대현동,B,9,0.6510049079890067,0.32191344334486405
31,11,대현동,B,8,0.37961850214316484,0.6339784745647856
32,11,대현동,B,5,0.5386698195947736,0.4351733229728999
33,11,대현동,B,4,0.11600853421828905,0.8532964824157474
34,11,대현동,B,7,0.8632332765958063,0.4040342324472157
35,11,대현동,B,1,0.9785347938445483,0.42839625096016143
36,11,대현동,B,6,0.4398730407246625,0.9315184460221829
37,11,대현동,B,0,0.7664441797659534,0.9150136645311134
38,11,대현동,B,3,0.37726997813855934,0.8775856995890101
39,11,대현동,B,2,0.9019982805024732,0.3983535226492285
40,11,동교동,A,9,0.36576256829174303,0.6096588473739063
41,11,동교동,A,8,0.8920170728017855,0.613132811481936
42,11,동교동,A,5,0.6538144943075707,0.7376043713054437
43,11,동교동,A,4,0.8391813494269525,0.6799701567699366
44,11,동교동,A,7,0.012775645159965543,0.04898691887481388
45,11,동교동,A,1,0.8006046014140566,0.5933295346050104
46,11,동교동,A,6,0.12119937218331722,0.9244599289644225
47,11,동교동,A,0,0.8574992386801823,0.9123854938005272
48,11,동교동,A,3,0.1946217662818297,0.28879638843941147
49,11,동교동,A,2,0.149571946856914,0.7239377429254732
50,11,동교동,B,9,0.4979027960541219,0.5962506547469147
51,11,동교동,B,8,0.44621471132861523,0.19561687371385328
52,11,동교동,B,5,0.2386564613370049,0.9538489425765028
53,11,동교동,B,4,0.9053637741105435,0.44995517709079524
54,11,동교동,B,7,0.7811603497673222,0.16542889161765562
55,11,동교동,B,1,0.1440309148351826,0.29010317700714305
56,11,동교동,B,6,0.2116945970570251,0.7027973364791762
57,11,동교동,B,0,0.01620033682379618,0.21097193252922808
58,11,동교동,B,3,0.7614029667314729,0.9416951146124465
59,11,동교동,B,2,0.8468143751211139,0.07409928134977672
60,11,망원동,A,9,0.3023614637181382,0.28655909902582377
61,11,망원동,A,8,0.7650308155329897,0.4537441539591601
62,11,망원동,A,5,0.2272813325931088,0.03071355644197471
63,11,망원동,A,4,0.14934716090183187,0.9197643841780533
64,11,망원동,A,7,0.6422265463943987,0.07612147071045161
65,11,망원동,A,1,0.49982360200654186,0.6453561316549479
66,11,망원동,A,6,0.7453497943129584,0.4312379161483958
67,11,망원동,A,0,0.5909198655497749,0.7892938387961907
68,11,망원동,A,3,0.5676524720543712,0.8077391051579581
69,11,망원동,A,2,0.4297420742519986,0.172552390633948
70,11,망원동,B,9,0.8471255802347973,0.5170413308396563
71,11,망원동,B,8,0.5071383214801394,0.550274138035479
72,11,망원동,B,5,0.945935550534497,0.4423386854089256
73,11,망원동,B,4,0.3628418281014494,0.6741727786532972
74,11,망원동,B,7,0.5761407169065701,0.9642229787436986
75,11,망원동,B,1,0.2952732018554599,0.5035854470539072
76,11,망원동,B,6,0.5358964255993109,0.5122485253232307
77,11,망원동,B,0,0.8510709059967995,0.006751785605998761
78,11,망원동,B,3,0.5533885051620117,0.9036632461787376
79,11,망원동,B,2,0.3345279181395283,0.6703493738963505
80,11,상수동,A,9,0.07672785837397988,0.8947212507497547
81,11,상수동,A,8,0.6504630050390481,0.9404828193164989
82,11,상수동,A,5,0.7490815342578591,0.547672159110756
83,11,상수동,A,4,0.3196441075495001,0.583067256199053
84,11,상수동,A,7,0.600139403905991,0.14167767097373807
85,11,상수동,A,1,0.4091213328101291,0.2289281672233472
86,11,상수동,A,6,0.6458328564457569,0.6461932742435896
87,11,상수동,A,0,0.19498016452657785,0.4849510812508937
88,11,상수동,A,3,0.6316028772905703,0.26841026331626505
89,11,상수동,A,2,0.14121945393880675,0.8048760897384196
90,11,상수동,B,9,0.27702733888106124,0.10147938514194599
91,11,상수동,B,8,0.621097486177494,0.08277375737659365
92,11,상수동,B,5,0.9491201656639879,0.8166576255507902
93,11,상수동,B,4,0.617596949952763,0.5776786569132449
94,11,상수동,B,7,0.13098452802943317,0.8134870334665465
95,11,상수동,B,1,0.9468149596060172,0.4031022099651572
96,11,상수동,B,6,0.9523691564618902,0.7103407299082793
97,11,상수동,B,0,0.020516749728585637,0.080619509818737
98,11,상수동,B,3,0.7513434840937472,0.29942073587339435
99,11,상수동,B,2,0.39535295741533705,0.9797996334146262
100,11,서교동,A,9,0.536917862872828,0.31930086602616725
101,11,서교동,A,8,0.6816430914410919,0.22811491539708006
102,11,서교동,A,5,0.0934999071334337,0.10340380571177876
103,11,서교동,A,4,0.03741156209030594,0.21329599964909896
104,11,서교동,A,7,0.24863952000542466,0.17860197026871982
105,11,서교동,A,1,0.31449586212864933,0.3434548222156911
106,11,서교동,A,6,0.8370097505869717,0.5474164259205335
107,11,서교동,A,0,0.8092688529090796,0.6482389019081582
108,11,서교동,A,3,0.6198497606619358,0.904984789922589
109,11,서교동,A,2,0.6713251060092863,0.23686307810114426
110,11,서교동,B,9,0.4599093738906662,0.716504201993358
111,11,서교동,B,8,0.9138222213707626,0.8399734411777288
112,11,서교동,B,5,0.27754477367922337,0.7202944108786146
113,11,서교동,B,4,0.0891582755727478,0.7684122904882447
114,11,서교동,B,7,0.03211933892004293,0.31669790563236344
115,11,서교동,B,1,0.8302974930443003,0.8577205091421783
116,11,서교동,B,6,0.18434613144584133,0.35863391646263165
117,11,서교동,B,0,0.77624737068651,0.43612713315428575
118,11,서교동,B,3,0.3214944954507636,0.1574415568339026
119,11,서교동,B,2,0.6283660058424786,0.7064944571482441
120,11,신수동,A,9,0.4241756366849453,0.004316689989350975
121,11,신수동,A,8,0.7572003829320452,0.39226029147416897
122,11,신수동,A,5,0.6909477835602607,0.6314284095423802
123,11,신수동,A,4,0.5310040237243663,0.2809393812385812
124,11,신수동,A,7,0.5973468380657243,0.4801297448271412
125,11,신수동,A,1,0.9252379549572074,0.42410714812022743
126,11,신수동,A,6,0.6823386871215358,0.9514118269513986
127,11,신수동,A,0,0.4038556280124883,0.09757829228170611
128,11,신수동,A,3,0.5950130792119069,0.30967748592009015
129,11,신수동,A,2,0.3671246565315466,0.6524011829591697
130,11,신수동,B,9,0.8409866605522407,0.618997092052306
131,11,신수동,B,8,0.8459417403552697,0.14999870251959158
132,11,신수동,B,5,0.41415836083087,0.45548716267604417
133,11,신수동,B,4,0.2661811157991414,0.12878187846341338
134,11,신수동,B,7,0.9846310460296159,0.7108098406890088
135,11,신수동,B,1,0.6673281718385627,0.8051385800625134
136,11,신수동,B,6,0.475417200629628,0.35804174137003486
137,11,신수동,B,0,0.9666934959892585,0.8770466057210666
138,11,신수동,B,3,0.3142554797310242,0.15308944055344376
139,11,신수동,B,2,0.4531119811048112,0.9682387113318985
140,11,연남동,A,9,0.7764241438506494,0.40199646096157504
141,11,연남동,A,8,0.4865118505970826,0.5473874664135698
142,11,연남동,A,5,0.26194242272329626,0.9007429812977559
143,11,연남동,A,4,0.816380428506923,0.794535528676
144,11,연남동,A,7,0.6025160192831032,0.6616055669173662
145,11,연남동,A,1,0.5132701074424009,0.13247289479910673
146,11,연남동,A,6,0.2943550871198588,0.7432111840463385
147,11,연남동,A,0,0.7179651940818514,0.1352333581905596
148,11,연남동,A,3,0.10543325794531899,0.6856848048354189
149,11,연남동,A,2,0.2984799200513547,0.6811452753379661
150,11,연남동,B,9,0.9616126636983531,0.30304974301481746
151,11,연남동,B,8,0.7750671482450866,0.3223336752028061
152,11,연남동,B,5,0.22495432410988225,0.049951681323153974
153,11,연남동,B,4,0.12585889196925448,0.08829996930106843
154,11,연남동,B,7,0.14103274492963103,0.7928128591467682
155,11,연남동,B,1,0.0732740729774386,0.08055294353165965
156,11,연남동,B,6,0.2822106803493907,0.3486426986514263
157,11,연남동,B,0,0.44753510207782965,0.9103511687586229
158,11,연남동,B,3,0.021719555510329558,0.07268364406194872
159,11,연남동,B,2,0.8839070659354619,0.3957079389804232
160,11,창천동,A,9,0.9303828823285164,0.17826922999471517
161,11,창천동,A,8,0.08001069977165831,0.3046113835894714
162,11,창천동,A,5,0.7427784884490062,0.6738364909415193
163,11,창천동,A,4,0.03672702103045056,0.2504110928516833
164,11,창천동,A,7,0.6509286432625717,0.6978882316467494
165,11,창천동,A,1,0.14364919550594113,0.8906210855435052
166,11,창천동,A,6,0.9134426758617649,0.8439746057091296
167,11,창천동,A,0,0.031309781709753626,0.3407590921047867
168,11,창천동,A,3,0.5771793427656903,0.40235606740268604
169,11,창천동,A,2,0.49522200997626087,0.10612756830829728
170,11,창천동,B,9,0.8992026493523767,0.5920953661490317
171,11,창천동,B,8,0.33732064531978045,0.5828608286621066
172,11,창천동,B,5,0.7870750709141926,0.7846478194573059
173,11,창천동,B,4,0.05533151673176262,0.586988853113904
174,11,창천동,B,7,0.16514410744546726,0.7456566069222332
175,11,창천동,B,1,0.7865840174674572,0.6111248681510929
176,11,창천동,B,6,0.6041334744412149,0.2630587505855999
177,11,창천동,B,0,0.06852019443549995,0.28190159929038583
178,11,창천동,B,3,0.8033084527079086,0.7501981733315386
179,11,창천동,B,2,0.5003778137758118,0.7517566655384539
180,11,합정동,A,9,0.05660585079555813,0.921796340708964
181,11,합정동,A,8,0.9376682649844132,0.552019957725649
182,11,합정동,A,5,0.5543608133854805,0.7105781570939427
183,11,합정동,A,4,0.3091820804350176,0.8937280017150967
184,11,합정동,A,7,0.4909898940067089,0.2954528859004818
185,11,합정동,A,1,0.605404396142118,0.3916369081417773
186,11,합정동,A,6,0.2563836495876981,0.0323807116346414
187,11,합정동,A,0,0.8750180076620533,0.7471453174772156
188,11,합정동,A,3,0.7491606200439351,0.9626186871279081
189,11,합정동,A,2,0.7035927923425114,0.1775383994719285
190,11,합정동,B,9,0.6042942173741253,0.657094524266205
191,11,합정동,B,8,0.8455019395836706,0.431973144483751
192,11,합정동,B,5,0.12481388499861623,0.39365245050490083
193,11,합정동,B,4,0.3656392196674869,0.7359591517686496
194,11,합정동,B,7,0.2788485923816566,0.24803287143264696
195,11,합정동,B,1,0.9126917300769947,0.4190742296528315
196,11,합정동,B,6,0.5532515214093764,0.8099053278155047
197,11,합정동,B,0,0.4822474922929051,0.9044509002853911
198,11,합정동,B,3,0.9928594411955832,0.13459368995452015
199,11,합정동,B,2,0.32850726794125396,0.3179576874788278
200,5,노고산동,A,9,0.006675585047410504,0.005822181962047535
201,5,노고산동,A,8,0.8613573689075262,0.13572049549670195
202,5,노고산동,A,5,0.7712536722110035,0.477906087822191
203,5,노고산동,A,4,0.5373570816763352,0.6486311901598275
204,5,노고산동,A,7,0.526884958459447,0.7624980869145015
205,5,노고산동,A,1,0.5866179812285006,0.8179642025364465
206,5,노고산동,A,6,0.5856903383562082,0.3417761823754044
207,5,노고산동,A,0,0.9909020981699567,0.04308034883190448
208,5,노고산동,A,3,0.5453176399185833,0.18118325323316864
209,5,노고산동,A,2,0.05105151357491777,0.09977842526113445
210,5,노고산동,B,9,0.16263803035122393,0.8692548595106139
211,5,노고산동,B,8,0.08866556887022736,0.9952282849142225
212,5,노고산동,B,5,0.737180496400005,0.745175799038257
213,5,노고산동,B,4,0.2559542334850904,0.6887296459192235
214,5,노고산동,B,7,0.5164818564922699,0.22015013189247157
215,5,노고산동,B,1,0.3005538196638572,0.8049534642548597
216,5,노고산동,B,6,0.20157706937088038,0.2581799251850323
217,5,노고산동,B,0,0.3553661271239099,0.005846364209165511
218,5,노고산동,B,3,0.5020448666976292,0.19441959336798031
219,5,노고산동,B,2,0.8079469892241179,0.36456017381164785
220,5,대현동,A,9,0.5930955765412769,0.3647586407222856
221,5,대현동,A,8,0.6245957415147814,0.8913479921649431
222,5,대현동,A,5,0.2602594017145323,0.5337506977820576
223,5,대현동,A,4,0.7145190054164149,0.6873190043272841
224,5,대현동,A,7,0.3681051837256498,0.1879919213918021
225,5,대현동,A,1,0.9766328094850013,0.1834854521548417
226,5,대현동,A,6,0.13922457496129703,0.8575037497492842
227,5,대현동,A,0,0.31535694341163234,0.8248100069940334
228,5,대현동,A,3,0.20800035950238127,0.6814200540297286
229,5,대현동,A,2,0.23182127454669232,0.9318193142760011
230,5,대현동,B,9,0.8510870109784063,0.7692483110353419
231,5,대현동,B,8,0.9806200264177127,0.5491995395933098
232,5,대현동,B,5,0.8230733789301505,0.5200590583317901
233,5,대현동,B,4,0.08658280447125322,0.579828903323327
234,5,대현동,B,7,0.2869246082569,0.045744417380331526
235,5,대현동,B,1,0.3210986583793338,0.8200464310738377
236,5,대현동,B,6,0.5656967059292742,0.37269034691974734
237,5,대현동,B,0,0.9779927079211356,0.43536341633943665
238,5,대현동,B,3,0.844602490709167,0.6412523281757442
239,5,대현동,B,2,0.46180318931003295,0.7673236003192734
240,5,동교동,A,9,0.28476078929017645,0.8018190711424769
241,5,동교동,A,8,0.3022606222322024,0.9147024792910575
242,5,동교동,A,5,0.5128368658483391,0.6171447337136007
243,5,동교동,A,4,0.7643301417233767,0.014363218999937422
244,5,동교동,A,7,0.18185523827297134,0.9351632105444074
245,5,동교동,A,1,0.1303606719767526,0.1327129079594035
246,5,동교동,A,6,0.7899091688008588,0.5865377338938795
247,5,동교동,A,0,0.9268367059145052,0.9240434094228348
248,5,동교동,A,3,0.9296629198898658,0.5868219940359928
249,5,동교동,A,2,0.9803356595261149,0.7432259737113291
250,5,동교동,B,9,0.9107666244414835,0.6402909922924047
251,5,동교동,B,8,0.8637047211970181,0.16429734645850902
252,5,동교동,B,5,0.7704958292172759,0.07249415209080734
253,5,동교동,B,4,0.8839845999739948,0.6725560220628771
254,5,동교동,B,7,0.47257041928438814,0.18618492063896697
255,5,동교동,B,1,0.010610046421439367,0.4569339227125697
256,5,동교동,B,6,0.41526085112842137,0.39581940393832726
257,5,동교동,B,0,0.7035035506289635,0.5252133349854831
258,5,동교동,B,3,0.9491892950518943,0.4600822984909141
259,5,동교동,B,2,0.6582209370410824,0.35689837440480043
260,5,망원동,A,9,0.05113435916645859,0.3457400755579667
261,5,망원동,A,8,0.9272343673927945,0.8106744407972015
262,5,망원동,A,5,0.4754726017108958,0.7596126314729484
263,5,망원동,A,4,0.7909812949944776,0.9681904725182537
264,5,망원동,A,7,0.4117103463812789,0.16596885318752808
265,5,망원동,A,1,0.8190913199607052,0.3488937824761331
266,5,망원동,A,6,0.3818944052671276,0.028535224041475127
267,5,망원동,A,0,0.20896846340609054,0.6383456864975646
268,5,망원동,A,3,0.8313458827757946,0.9209866358424028
269,5,망원동,A,2,0.025401688283603785,0.20957117247335255
270,5,망원동,B,9,0.020930586934954087,0.6088008381289597
271,5,망원동,B,8,0.2142759859675557,0.04263988243656136
272,5,망원동,B,5,0.18081415284957225,0.43378233446446324
273,5,망원동,B,4,0.6846759638492615,0.5693840311237935
274,5,망원동,B,7,0.3867792589998511,0.4753524897977228
